playerID,specific_player_position,player_position,player_position_class
148979,LW,WA,Attack
149008,LM,WM,Midfield
149064,LB,FB,Defence
149073,CB,CB,Defence
149077,ST,CF,Attack
149085,CDM,DM,Midfield
149086,ST,CF,Attack
149094,CM,CM,Midfield
149097,LB,FB,Defence
149124,RB,FB,Defence
149126,ST,CF,Attack
149129,CM,CM,Midfield
149132,CB,CB,Defence
149136,CM,CM,Midfield
149137,RM,WM,Midfield
149147,CB,CB,Defence
149153,CDM,DM,Midfield
149165,CDM,DM,Midfield
149174,CM,CM,Midfield
149184,RB,FB,Defence
149185,CDM,DM,Midfield
149217,CF,CF,Attack
149218,CM,CM,Midfield
149224,ST,CF,Attack
149231,CM,CM,Midfield
149233,CM,CM,Midfield
149241,CM,CM,Midfield
149242,CM,CM,Midfield
149247,RM,WM,Midfield
149249,ST,CF,Attack
149263,CM,CM,Midfield
149269,CB,CB,Defence
149272,CM,CM,Midfield
149277,CB,CB,Defence
149290,GK,GK,GoalKeeper
149306,ST,CF,Attack
149309,GK,GK,GoalKeeper
149310,RB,FB,Defence
149315,CB,CB,Defence
149407,RM,WM,Midfield
149449,ST,CF,Attack
149568,ST,CF,Attack
149570,ST,CF,Attack
149571,ST,CF,Attack
149572,CM,CM,Midfield
149598,LB,FB,Defence
149599,GK,GK,GoalKeeper
149612,LM,WM,Midfield
149667,ST,CF,Attack
149791,CAM,CAM,Midfield
149804,CM,CM,Midfield
149825,ST,CF,Attack
149852,ST,CF,Attack
149866,CAM,CAM,Midfield
149923,RM,WM,Midfield
149954,,,GoalKeeper
149975,CB,CB,Defence
150009,CDM,DM,Midfield
150024,CB,CB,Defence
150026,CDM,DM,Midfield
150032,ST,CF,Attack
150035,CB,CB,Defence
150176,ST,CF,Attack
150189,ST,CF,Attack
150229,CM,CM,Midfield
150231,ST,CF,Attack
150249,GK,GK,GoalKeeper
150263,CDM,DM,Midfield
150266,ST,CF,Attack
150267,GK,GK,GoalKeeper
150278,GK,GK,GoalKeeper
150288,ST,CF,Attack
150340,CM,CM,Midfield
150360,CAM,CAM,Midfield
150368,LB,FB,Defence
150374,CAM,CAM,Midfield
150389,GK,GK,GoalKeeper
150409,ST,CF,Attack
150414,CB,CB,Defence
150415,CB,CB,Defence
150417,CB,CB,Defence
150418,ST,CF,Attack
150425,RB,FB,Defence
150426,ST,CF,Attack
150441,,,GoalKeeper
150443,GK,GK,GoalKeeper
150447,RM,WM,Midfield
150451,ST,CF,Attack
150468,LM,WM,Midfield
150471,GK,GK,GoalKeeper
150472,CB,CB,Defence
150477,GK,GK,GoalKeeper
150490,GK,GK,GoalKeeper
150496,ST,CF,Attack
150508,ST,CF,Attack
150514,RB,FB,Defence
150515,CB,CB,Defence
150516,ST,CF,Attack
150520,ST,CF,Attack
150525,,,GoalKeeper
150532,RB,FB,Defence
150550,GK,GK,GoalKeeper
150564,CB,CB,Defence
150565,LB,FB,Defence
150568,LB,FB,Defence
150590,RB,FB,Defence
150594,ST,CF,Attack
150645,LW,WA,Attack
150647,CB,CB,Defence
150650,RM,WM,Midfield
150655,CM,CM,Midfield
150656,CDM,DM,Midfield
150657,CDM,DM,Midfield
150668,CDM,DM,Midfield
150675,LB,FB,Defence
150676,CM,CM,Midfield
150677,CB,CB,Defence
150680,CB,CB,Defence
150724,GK,GK,GoalKeeper
150746,ST,CF,Attack
150810,CB,CB,Defence
150881,CM,CM,Midfield
150891,CAM,CAM,Midfield
150898,ST,CF,Attack
150922,ST,CF,Attack
150949,LM,WM,Midfield
151168,CB,CB,Defence
151184,GK,GK,GoalKeeper
151225,CB,CB,Defence
151473,ST,CF,Attack
151508,CM,CM,Midfield
151515,CB,CB,Defence
151816,CDM,DM,Midfield
151871,CB,CB,Defence
151885,GK,GK,GoalKeeper
151891,RB,FB,Defence
151896,GK,GK,GoalKeeper
151971,CDM,DM,Midfield
151976,CB,CB,Defence
152018,RB,FB,Defence
152022,LM,WM,Midfield
152024,RB,FB,Defence
152027,CDM,DM,Midfield
152039,CB,CB,Defence
152046,ST,CF,Attack
152065,LB,FB,Defence
152139,GK,GK,GoalKeeper
152148,ST,CF,Attack
152211,GK,GK,GoalKeeper
152265,CAM,CAM,Midfield
152317,ST,CF,Attack
152356,CM,CM,Midfield
152371,CDM,DM,Midfield
152456,GK,GK,GoalKeeper
152469,GK,GK,GoalKeeper
152507,CB,CB,Defence
152514,CM,CM,Midfield
152523,GK,GK,GoalKeeper
152536,CM,CM,Midfield
152552,GK,GK,GoalKeeper
152554,LB,FB,Defence
152555,RM,WM,Midfield
152567,CDM,DM,Midfield
152569,RB,FB,Defence
152588,CAM,CAM,Midfield
152603,ST,CF,Attack
152618,ST,CF,Attack
152677,ST,CF,Attack
152693,CM,CM,Midfield
152697,CB,CB,Defence
152699,ST,CF,Attack
152718,RM,WM,Midfield
152723,LB,FB,Defence
152724,LB,FB,Defence
152729,CB,CB,Defence
152739,RM,WM,Midfield
152740,RB,FB,Defence
152741,CB,CB,Defence
152745,CM,CM,Midfield
152747,RM,WM,Midfield
152769,CB,CB,Defence
152782,RWB,WB,Defence
152791,CDM,DM,Midfield
152795,CM,CM,Midfield
152820,ST,CF,Attack
152825,CDM,DM,Midfield
152828,CDM,DM,Midfield
152830,CB,CB,Defence
152840,ST,CF,Attack
152847,CDM,DM,Midfield
152870,CB,CB,Defence
152879,CM,CM,Midfield
152908,LB,FB,Defence
152909,RM,WM,Midfield
152912,ST,CF,Attack
152915,LB,FB,Defence
152920,CAM,CAM,Midfield
152922,CM,CM,Midfield
152950,RB,FB,Defence
152953,CAM,CAM,Midfield
152959,CDM,DM,Midfield
152961,RB,FB,Defence
152991,CM,CM,Midfield
152992,RB,FB,Defence
152993,CB,CB,Defence
152996,CDM,DM,Midfield
152997,ST,CF,Attack
152999,ST,CF,Attack
153004,LB,FB,Defence
153014,RM,WM,Midfield
153048,RM,WM,Midfield
153066,LB,FB,Defence
153079,ST,CF,Attack
153084,LM,WM,Midfield
153087,CDM,DM,Midfield
153100,GK,GK,GoalKeeper
153144,CB,CB,Defence
153148,CAM,CAM,Midfield
153164,CDM,DM,Midfield
153177,ST,CF,Attack
153184,CB,CB,Defence
153185,CB,CB,Defence
153205,LM,WM,Midfield
153221,CM,CM,Midfield
153222,RM,WM,Midfield
153244,ST,CF,Attack
153255,RW,WA,Attack
153260,CB,CB,Defence
153267,CM,CM,Midfield
153275,GK,GK,GoalKeeper
153296,CAM,CAM,Midfield
153297,GK,GK,GoalKeeper
153298,CM,CM,Midfield
153857,RM,WM,Midfield
153934,CAM,CAM,Midfield
153938,RB,FB,Defence
154250,CM,CM,Midfield
154442,LB,FB,Defence
154454,GK,GK,GoalKeeper
154472,ST,CF,Attack
154545,CM,CM,Midfield
154563,CB,CB,Defence
154634,LB,FB,Defence
154725,GK,GK,GoalKeeper
154738,LM,WM,Midfield
154950,LB,FB,Defence
155018,CB,CB,Defence
155191,CM,CM,Midfield
155222,CM,CM,Midfield
155264,CB,CB,Defence
155267,ST,CF,Attack
155289,GK,GK,GoalKeeper
155299,RB,FB,Defence
155355,CAM,CAM,Midfield
155407,RB,FB,Defence
155408,LB,FB,Defence
155422,GK,GK,GoalKeeper
155445,ST,CF,Attack
155494,RM,WM,Midfield
155524,CB,CB,Defence
155530,CDM,DM,Midfield
155537,LB,FB,Defence
155539,GK,GK,GoalKeeper
155657,CB,CB,Defence
155671,CDM,DM,Midfield
155676,CDM,DM,Midfield
155681,ST,CF,Attack
155694,CDM,DM,Midfield
155781,CB,CB,Defence
155787,RB,FB,Defence
155798,ST,CF,Attack
155813,CB,CB,Defence
155827,ST,CF,Attack
155835,CB,CB,Defence
155837,CDM,DM,Midfield
155841,GK,GK,GoalKeeper
155852,CB,CB,Defence
155861,LB,FB,Defence
155862,CB,CB,Defence
155870,CB,CB,Defence
155877,GK,GK,GoalKeeper
155881,GK,GK,GoalKeeper
155883,CB,CB,Defence
155884,CM,CM,Midfield
155885,LM,WM,Midfield
155887,CDM,DM,Midfield
155897,CF,CF,Attack
155898,CDM,DM,Midfield
155906,GK,GK,GoalKeeper
155930,CAM,CAM,Midfield
155931,GK,GK,GoalKeeper
155946,RM,WM,Midfield
155956,CM,CM,Midfield
155961,GK,GK,GoalKeeper
155964,ST,CF,Attack
155972,CB,CB,Defence
155973,CAM,CAM,Midfield
155974,ST,CF,Attack
155976,CM,CM,Midfield
155984,CM,CM,Midfield
155992,ST,CF,Attack
155998,GK,GK,GoalKeeper
156001,GK,GK,GoalKeeper
156004,RM,WM,Midfield
156008,CDM,DM,Midfield
156038,RM,WM,Midfield
156092,GK,GK,GoalKeeper
156124,CB,CB,Defence
156149,RB,FB,Defence
156167,ST,CF,Attack
156170,LM,WM,Midfield
156196,GK,GK,GoalKeeper
156216,CAM,CAM,Midfield
156221,CB,CB,Defence
156222,LB,FB,Defence
156227,LW,WA,Attack
156233,LM,WM,Midfield
156253,GK,GK,GoalKeeper
156256,CB,CB,Defence
156259,CB,CB,Defence
156271,GK,GK,GoalKeeper
156272,CAM,CAM,Midfield
156275,LM,WM,Midfield
156289,CB,CB,Defence
156383,CM,CM,Midfield
156384,CAM,CAM,Midfield
156385,CDM,DM,Midfield
156432,ST,CF,Attack
156434,CB,CB,Defence
156443,CB,CB,Defence
156473,ST,CF,Attack
156477,RB,FB,Defence
156519,CM,CM,Midfield
156535,RM,WM,Midfield
156538,CB,CB,Defence
156542,LM,WM,Midfield
156544,CAM,CAM,Midfield
156545,CAM,CAM,Midfield
156549,CB,CB,Defence
156585,CB,CB,Defence
156589,GK,GK,GoalKeeper
156593,CAM,CAM,Midfield
156616,LM,WM,Midfield
156623,RM,WM,Midfield
156626,CB,CB,Defence
156634,CM,CM,Midfield
156647,ST,CF,Attack
156649,RM,WM,Midfield
156650,LM,WM,Midfield
156653,CDM,DM,Midfield
156655,LB,FB,Defence
156656,CM,CM,Midfield
156672,ST,CF,Attack
156675,LB,FB,Defence
156676,CB,CB,Defence
156681,ST,CF,Attack
156689,LB,FB,Defence
156713,CB,CB,Defence
156721,CAM,CAM,Midfield
156722,CDM,DM,Midfield
156725,CB,CB,Defence
156726,CDM,DM,Midfield
156745,GK,GK,GoalKeeper
156776,CM,CM,Midfield
156814,CM,CM,Midfield
156838,CB,CB,Defence
156894,CM,CM,Midfield
156914,CAM,CAM,Midfield
156920,GK,GK,GoalKeeper
156959,RB,FB,Defence
156973,ST,CF,Attack
156975,CB,CB,Defence
156986,RB,FB,Defence
156988,CDM,DM,Midfield
157006,RM,WM,Midfield
157191,CF,CF,Attack
157226,CB,CB,Defence
157240,ST,CF,Attack
157269,RM,WM,Midfield
157270,ST,CF,Attack
157271,,,GoalKeeper
157278,CDM,DM,Midfield
157283,RB,FB,Defence
157300,ST,CF,Attack
157301,LM,WM,Midfield
157303,RM,WM,Midfield
157304,CB,CB,Defence
157305,CB,CB,Defence
157306,LB,FB,Defence
157310,CAM,CAM,Midfield
157364,ST,CF,Attack
157372,RM,WM,Midfield
157379,LW,WA,Attack
157392,LB,FB,Defence
157393,CDM,DM,Midfield
157395,CB,CB,Defence
157427,RM,WM,Midfield
157430,CM,CM,Midfield
157432,CAM,CAM,Midfield
157434,ST,CF,Attack
157463,LW,WA,Attack
157468,CAM,CAM,Midfield
157479,RB,FB,Defence
157481,CB,CB,Defence
157482,ST,CF,Attack
157495,ST,CF,Attack
157498,CM,CM,Midfield
157503,CDM,DM,Midfield
157508,RF,WF,Attack
157511,CB,CB,Defence
157528,LM,WM,Midfield
157581,LB,FB,Defence
157582,CB,CB,Defence
157589,ST,CF,Attack
157597,CM,CM,Midfield
157606,GK,GK,GoalKeeper
157617,RB,FB,Defence
157618,CDM,DM,Midfield
157629,LM,WM,Midfield
157665,CB,CB,Defence
157678,,,GoalKeeper
157680,CB,CB,Defence
157682,ST,CF,Attack
157687,CB,CB,Defence
157698,ST,CF,Attack
157701,CDM,DM,Midfield
157703,CB,CB,Defence
157716,CB,CB,Defence
157723,ST,CF,Attack
157727,LB,FB,Defence
157734,GK,GK,GoalKeeper
157741,CM,CM,Midfield
157774,ST,CF,Attack
157791,CM,CM,Midfield
157795,ST,CF,Attack
157801,CM,CM,Midfield
157803,ST,CF,Attack
157804,GK,GK,GoalKeeper
157819,ST,CF,Attack
157843,CDM,DM,Midfield
157888,GK,GK,GoalKeeper
157945,CB,CB,Defence
157947,CB,CB,Defence
157954,CDM,DM,Midfield
157955,CAM,CAM,Midfield
157957,CM,CM,Midfield
157960,CAM,CAM,Midfield
157970,GK,GK,GoalKeeper
157980,CM,CM,Midfield
157982,GK,GK,GoalKeeper
157983,RM,WM,Midfield
158023,CF,CF,Attack
158030,GK,GK,GoalKeeper
158036,ST,CF,Attack
158085,RM,WM,Midfield
158087,CB,CB,Defence
158088,LB,FB,Defence
158089,CDM,DM,Midfield
158121,GK,GK,GoalKeeper
158127,CM,CM,Midfield
158128,RM,WM,Midfield
158132,LB,FB,Defence
158133,RM,WM,Midfield
158138,CAM,CAM,Midfield
158142,LM,WM,Midfield
158144,CAM,CAM,Midfield
158151,LB,FB,Defence
158196,ST,CF,Attack
158204,CB,CB,Defence
158216,CB,CB,Defence
158217,CAM,CAM,Midfield
158219,CB,CB,Defence
158227,LB,FB,Defence
158228,CB,CB,Defence
158232,LM,WM,Midfield
158242,CB,CB,Defence
158258,CM,CM,Midfield
158260,RB,FB,Defence
158268,ST,CF,Attack
158271,CM,CM,Midfield
158282,LB,FB,Defence
158285,CB,CB,Defence
158293,CDM,DM,Midfield
158333,CM,CM,Midfield
158346,CM,CM,Midfield
158351,LM,WM,Midfield
158372,CAM,CAM,Midfield
158375,LB,FB,Defence
158385,CB,CB,Defence
158394,LB,FB,Defence
158396,ST,CF,Attack
158400,GK,GK,GoalKeeper
158420,CB,CB,Defence
158428,CB,CB,Defence
158435,CM,CM,Midfield
158438,CDM,DM,Midfield
158439,RM,WM,Midfield
158440,LM,WM,Midfield
158443,CM,CM,Midfield
158444,RB,FB,Defence
158455,GK,GK,GoalKeeper
158483,GK,GK,GoalKeeper
158485,CB,CB,Defence
158505,CB,CB,Defence
158521,ST,CF,Attack
158522,ST,CF,Attack
158524,ST,CF,Attack
158525,ST,CF,Attack
158624,RB,FB,Defence
158625,CB,CB,Defence
158626,RB,FB,Defence
158627,ST,CF,Attack
158657,GK,GK,GoalKeeper
158675,LB,FB,Defence
158676,CM,CM,Midfield
158685,CB,CB,Defence
158716,CM,CM,Midfield
158718,GK,GK,GoalKeeper
158738,CDM,DM,Midfield
158797,CB,CB,Defence
158799,LB,FB,Defence
158800,CB,CB,Defence
158802,GK,GK,GoalKeeper
158804,LM,WM,Midfield
158806,RM,WM,Midfield
158810,CDM,DM,Midfield
158851,LB,FB,Defence
158855,CDM,DM,Midfield
158856,CM,CM,Midfield
158859,GK,GK,GoalKeeper
158861,LB,FB,Defence
158871,CB,CB,Defence
158877,CAM,CAM,Midfield
158879,CM,CM,Midfield
158887,LB,FB,Defence
158902,CB,CB,Defence
158905,CDM,DM,Midfield
158911,CDM,DM,Midfield
158912,ST,CF,Attack
158933,CM,CM,Midfield
158963,CDM,DM,Midfield
158994,RB,FB,Defence
158996,GK,GK,GoalKeeper
159017,CAM,CAM,Midfield
159028,CB,CB,Defence
159034,CB,CB,Defence
159039,CB,CB,Defence
159040,CM,CM,Midfield
159043,CAM,CAM,Midfield
159047,CDM,DM,Midfield
159048,CM,CM,Midfield
159051,GK,GK,GoalKeeper
159065,,,GoalKeeper
159073,ST,CF,Attack
159074,CAM,CAM,Midfield
159080,CM,CM,Midfield
159145,ST,CF,Attack
159147,CB,CB,Defence
159166,CAM,CAM,Midfield
159167,CB,CB,Defence
159168,CDM,DM,Midfield
159171,LM,WM,Midfield
159172,CDM,DM,Midfield
159175,CDM,DM,Midfield
159234,CM,CM,Midfield
159236,CM,CM,Midfield
159240,LM,WM,Midfield
159261,ST,CF,Attack
159265,GK,GK,GoalKeeper
159274,CM,CM,Midfield
159276,RB,FB,Defence
159284,LW,WA,Attack
159287,CDM,DM,Midfield
159295,CF,CF,Attack
159302,RB,FB,Defence
159320,LF,WF,Attack
159339,LW,WA,Attack
159354,ST,CF,Attack
159370,CB,CB,Defence
159381,RB,FB,Defence
159382,LM,WM,Midfield
159391,CM,CM,Midfield
159421,CB,CB,Defence
159424,RB,FB,Defence
159447,RB,FB,Defence
159460,CM,CM,Midfield
159478,CDM,DM,Midfield
159487,GK,GK,GoalKeeper
159490,CB,CB,Defence
159499,RB,FB,Defence
159506,CM,CM,Midfield
159518,CDM,DM,Midfield
159566,CM,CM,Midfield
159577,CB,CB,Defence
159579,CDM,DM,Midfield
159580,LB,FB,Defence
159581,ST,CF,Attack
159583,RM,WM,Midfield
160292,CDM,DM,Midfield
160293,CM,CM,Midfield
160310,RB,FB,Defence
160311,LM,WM,Midfield
160556,ST,CF,Attack
160578,LB,FB,Defence
160615,CB,CB,Defence
160741,CB,CB,Defence
160766,ST,CF,Attack
160770,CDM,DM,Midfield
160774,ST,CF,Attack
161214,RB,FB,Defence
161510,ST,CF,Attack
161644,CB,CB,Defence
161646,GK,GK,GoalKeeper
161648,CAM,CAM,Midfield
161649,CM,CM,Midfield
161651,CB,CB,Defence
161664,RB,FB,Defence
161678,ST,CF,Attack
161693,CF,CF,Attack
161700,RB,FB,Defence
161709,RB,FB,Defence
161754,CDM,DM,Midfield
161781,CM,CM,Midfield
161787,CAM,CAM,Midfield
161791,GK,GK,GoalKeeper
161793,ST,CF,Attack
161801,LB,FB,Defence
161805,CDM,DM,Midfield
161807,GK,GK,GoalKeeper
161832,CAM,CAM,Midfield
161836,ST,CF,Attack
161839,CB,CB,Defence
161841,RB,FB,Defence
161857,RB,FB,Defence
161861,CB,CB,Defence
161863,RB,FB,Defence
161913,ST,CF,Attack
161922,CB,CB,Defence
161930,GK,GK,GoalKeeper
161938,ST,CF,Attack
161941,RM,WM,Midfield
161943,CB,CB,Defence
161956,CAM,CAM,Midfield
161969,ST,CF,Attack
161973,CF,CF,Attack
161975,CB,CB,Defence
161999,RB,FB,Defence
162003,CB,CB,Defence
162006,CAM,CAM,Midfield
162047,CDM,DM,Midfield
162048,LB,FB,Defence
162049,CB,CB,Defence
162054,GK,GK,GoalKeeper
162056,ST,CF,Attack
162076,CB,CB,Defence
162123,CB,CB,Defence
162126,CDM,DM,Midfield
162131,ST,CF,Attack
162145,CM,CM,Midfield
162147,ST,CF,Attack
162174,CM,CM,Midfield
162198,ST,CF,Attack
162210,CDM,DM,Midfield
162215,GK,GK,GoalKeeper
162216,CDM,DM,Midfield
162218,ST,CF,Attack
162220,GK,GK,GoalKeeper
162221,CM,CM,Midfield
162222,CDM,DM,Midfield
162223,CAM,CAM,Midfield
162226,LM,WM,Midfield
162229,CB,CB,Defence
162233,ST,CF,Attack
162234,ST,CF,Attack
162240,CM,CM,Midfield
162245,ST,CF,Attack
162265,GK,GK,GoalKeeper
162267,RB,FB,Defence
162275,RB,FB,Defence
162297,GK,GK,GoalKeeper
162312,GK,GK,GoalKeeper
162313,ST,CF,Attack
162314,CM,CM,Midfield
162315,CB,CB,Defence
162328,GK,GK,GoalKeeper
162329,CM,CM,Midfield
162332,RM,WM,Midfield
162335,ST,CF,Attack
162342,CB,CB,Defence
162343,RB,FB,Defence
162347,CM,CM,Midfield
162364,CB,CB,Defence
162365,CB,CB,Defence
162369,ST,CF,Attack
162386,CB,CB,Defence
162391,LM,WM,Midfield
162407,CB,CB,Defence
162408,CAM,CAM,Midfield
162409,ST,CF,Attack
162441,CAM,CAM,Midfield
162470,LM,WM,Midfield
162471,ST,CF,Attack
162473,GK,GK,GoalKeeper
162476,ST,CF,Attack
162505,LM,WM,Midfield
162512,CB,CB,Defence
162514,CAM,CAM,Midfield
162515,LB,FB,Defence
162796,GK,GK,GoalKeeper
162821,CB,CB,Defence
162829,CB,CB,Defence
162830,RB,FB,Defence
162835,GK,GK,GoalKeeper
162886,CB,CB,Defence
162890,CB,CB,Defence
162891,CM,CM,Midfield
162892,RM,WM,Midfield
162893,CB,CB,Defence
162895,CM,CM,Midfield
162896,LW,WA,Attack
162898,ST,CF,Attack
162928,CM,CM,Midfield
162932,CAM,CAM,Midfield
162934,CB,CB,Defence
162949,CM,CM,Midfield
162950,ST,CF,Attack
162951,CB,CB,Defence
162963,LB,FB,Defence
162970,RW,WA,Attack
162979,CB,CB,Defence
162980,LB,FB,Defence
162981,CAM,CAM,Midfield
162982,CB,CB,Defence
162993,RB,FB,Defence
162997,GK,GK,GoalKeeper
162998,RB,FB,Defence
163001,CDM,DM,Midfield
163005,CM,CM,Midfield
163008,ST,CF,Attack
163010,GK,GK,GoalKeeper
163011,CB,CB,Defence
163014,CDM,DM,Midfield
163016,RB,FB,Defence
163018,LB,FB,Defence
163026,RB,FB,Defence
163027,CB,CB,Defence
163033,RM,WM,Midfield
163036,CB,CB,Defence
163043,CB,CB,Defence
163070,CB,CB,Defence
163072,RB,FB,Defence
163076,CM,CM,Midfield
163083,CB,CB,Defence
163091,CB,CB,Defence
163092,ST,CF,Attack
163097,ST,CF,Attack
163155,GK,GK,GoalKeeper
163158,LB,FB,Defence
163162,CB,CB,Defence
163184,LM,WM,Midfield
163186,CDM,DM,Midfield
163187,LM,WM,Midfield
163201,GK,GK,GoalKeeper
163203,CB,CB,Defence
163207,CB,CB,Defence
163209,CAM,CAM,Midfield
163212,CB,CB,Defence
163225,ST,CF,Attack
163226,CDM,DM,Midfield
163228,LB,FB,Defence
163231,CDM,DM,Midfield
163244,CM,CM,Midfield
163261,RB,FB,Defence
163264,GK,GK,GoalKeeper
163297,CM,CM,Midfield
163303,CDM,DM,Midfield
163339,CM,CM,Midfield
163340,ST,CF,Attack
163351,ST,CF,Attack
163352,ST,CF,Attack
163363,CM,CM,Midfield
163369,LB,FB,Defence
163370,RM,WM,Midfield
163371,CB,CB,Defence
163393,CDM,DM,Midfield
163396,ST,CF,Attack
163402,CB,CB,Defence
163405,CM,CM,Midfield
163407,CB,CB,Defence
163415,LM,WM,Midfield
163418,CB,CB,Defence
163419,RB,FB,Defence
163423,CDM,DM,Midfield
163424,CM,CM,Midfield
163429,CAM,CAM,Midfield
163461,CM,CM,Midfield
163466,LB,FB,Defence
163476,CB,CB,Defence
163480,CB,CB,Defence
163489,GK,GK,GoalKeeper
163490,CB,CB,Defence
163491,CM,CM,Midfield
163495,RM,WM,Midfield
163500,GK,GK,GoalKeeper
163517,CM,CM,Midfield
163530,CDM,DM,Midfield
163569,GK,GK,GoalKeeper
163570,CM,CM,Midfield
163571,LM,WM,Midfield
163582,CB,CB,Defence
163587,GK,GK,GoalKeeper
163596,LW,WA,Attack
163600,GK,GK,GoalKeeper
163611,RB,FB,Defence
163619,LM,WM,Midfield
163621,GK,GK,GoalKeeper
163626,CM,CM,Midfield
163631,LB,FB,Defence
163640,CDM,DM,Midfield
163653,RM,WM,Midfield
163658,LB,FB,Defence
163661,CDM,DM,Midfield
163662,CM,CM,Midfield
163664,CDM,DM,Midfield
163665,CB,CB,Defence
163666,ST,CF,Attack
163670,LB,FB,Defence
163678,CM,CM,Midfield
163699,CAM,CAM,Midfield
163705,GK,GK,GoalKeeper
163711,CDM,DM,Midfield
163713,ST,CF,Attack
163761,CB,CB,Defence
163766,CB,CB,Defence
163774,ST,CF,Attack
163779,LB,FB,Defence
163791,GK,GK,GoalKeeper
163792,CB,CB,Defence
163793,RB,FB,Defence
163794,CM,CM,Midfield
163796,LM,WM,Midfield
163804,CM,CM,Midfield
163806,GK,GK,GoalKeeper
163824,CB,CB,Defence
163828,ST,CF,Attack
163848,LB,FB,Defence
163852,CDM,DM,Midfield
163854,RB,FB,Defence
163855,CDM,DM,Midfield
163858,LB,FB,Defence
163873,GK,GK,GoalKeeper
163884,ST,CF,Attack
163890,GK,GK,GoalKeeper
163897,CDM,DM,Midfield
163901,GK,GK,GoalKeeper
163905,RM,WM,Midfield
163907,CB,CB,Defence
163917,CB,CB,Defence
163920,CB,CB,Defence
163925,CF,CF,Attack
163927,CM,CM,Midfield
163948,CM,CM,Midfield
163955,CB,CB,Defence
163972,LB,FB,Defence
163979,ST,CF,Attack
163985,CB,CB,Defence
163989,CM,CM,Midfield
163990,ST,CF,Attack
163991,GK,GK,GoalKeeper
163995,CB,CB,Defence
164008,RM,WM,Midfield
164009,CB,CB,Defence
164010,CDM,DM,Midfield
164028,CB,CB,Defence
164029,ST,CF,Attack
164036,ST,CF,Attack
164042,CB,CB,Defence
164052,LB,FB,Defence
164080,CB,CB,Defence
164082,LB,FB,Defence
164102,CB,CB,Defence
164103,CB,CB,Defence
164132,ST,CF,Attack
164157,ST,CF,Attack
164169,LB,FB,Defence
164211,CDM,DM,Midfield
164225,LB,FB,Defence
164233,CB,CB,Defence
164234,LM,WM,Midfield
164240,CB,CB,Defence
164256,ST,CF,Attack
164299,CAM,CAM,Midfield
164300,CB,CB,Defence
164320,GK,GK,GoalKeeper
164335,CAM,CAM,Midfield
164339,ST,CF,Attack
164345,RB,FB,Defence
164353,RB,FB,Defence
164361,ST,CF,Attack
164368,CM,CM,Midfield
164370,RB,FB,Defence
164375,CB,CB,Defence
164376,ST,CF,Attack
164380,LB,FB,Defence
164407,ST,CF,Attack
164430,CB,CB,Defence
164435,,,GoalKeeper
164458,CM,CM,Midfield
164459,CM,CM,Midfield
164462,CB,CB,Defence
164465,RB,FB,Defence
164468,CB,CB,Defence
164469,ST,CF,Attack
164471,ST,CF,Attack
164476,RM,WM,Midfield
164477,,,GoalKeeper
164478,ST,CF,Attack
164491,LB,FB,Defence
164492,CB,CB,Defence
164493,LB,FB,Defence
164495,CM,CM,Midfield
164505,GK,GK,GoalKeeper
164579,CAM,CAM,Midfield
164581,LB,FB,Defence
164626,CDM,DM,Midfield
164630,RB,FB,Defence
164633,CB,CB,Defence
164650,ST,CF,Attack
164657,CB,CB,Defence
164680,LB,FB,Defence
164760,CM,CM,Midfield
164763,RW,WA,Attack
164765,ST,CF,Attack
164766,LB,FB,Defence
164768,CB,CB,Defence
164769,ST,CF,Attack
164770,RM,WM,Midfield
164771,CB,CB,Defence
164773,CDM,DM,Midfield
164827,CDM,DM,Midfield
164829,CDM,DM,Midfield
164835,GK,GK,GoalKeeper
164839,CB,CB,Defence
164849,CM,CM,Midfield
164850,GK,GK,GoalKeeper
164851,LM,WM,Midfield
164852,RM,WM,Midfield
164853,GK,GK,GoalKeeper
164857,ST,CF,Attack
164858,CM,CM,Midfield
164859,RM,WM,Midfield
164873,ST,CF,Attack
164876,CAM,CAM,Midfield
164878,RW,WA,Attack
164880,ST,CF,Attack
164890,RW,WA,Attack
164909,ST,CF,Attack
164910,RB,FB,Defence
164927,ST,CF,Attack
164954,LB,FB,Defence
164959,CDM,DM,Midfield
164962,CM,CM,Midfield
164967,RM,WM,Midfield
164973,CB,CB,Defence
164974,LB,FB,Defence
164977,ST,CF,Attack
164978,CAM,CAM,Midfield
164980,LM,WM,Midfield
164985,LW,WA,Attack
164986,LW,WA,Attack
164994,RM,WM,Midfield
165001,CB,CB,Defence
165003,RB,FB,Defence
165005,CDM,DM,Midfield
165010,CM,CM,Midfield
165012,CB,CB,Defence
165025,RB,FB,Defence
165031,ST,CF,Attack
165033,RB,FB,Defence
165064,CB,CB,Defence
165065,ST,CF,Attack
165070,GK,GK,GoalKeeper
165078,LM,WM,Midfield
165102,RWB,WB,Defence
165109,CB,CB,Defence
165153,ST,CF,Attack
165156,LM,WM,Midfield
165174,CDM,DM,Midfield
165176,LM,WM,Midfield
165179,RM,WM,Midfield
165180,CB,CB,Defence
165190,CDM,DM,Midfield
165191,ST,CF,Attack
165195,GK,GK,GoalKeeper
165199,CB,CB,Defence
165226,CDM,DM,Midfield
165229,CB,CB,Defence
165230,LM,WM,Midfield
165232,LB,FB,Defence
